wikidata_id,item_title,country
Q3302441,Maxi,Canada
Q1784671,Maxim Integrated,United States of America
Q6795609,Maxim Nordenfelt Guns and Ammunition Company,United Kingdom
Q6795576,Maxim's Catering,
Q1881222,Maxima Group,Lithuania
Q3302810,Maximum Fighting Championship,
Q6795850,Maximum Fun,
Q6795851,Maximum Games,United States of America
Q960876,Maxtor,
Q3306551,Maxwell House,
Q3302853,Maxwell Technologies,United States of America
Q1476861,Maxwell automobile,
Q6796463,May Company California,United States of America
Q6796464,May Company Ohio,United States of America
Q1364018,Maybank,
Q1351054,Maybelline,
Q921302,Mayfair Games,
Q6797168,Mayfield Dairy,
Q6797177,Mayfield Fund,
Q6797244,Mayflower Transit,
Q6797447,Maynards,
Q6797462,Maynilad Water Services,
Q1130172,Mayo Clinic,United States of America
Q4043850,Mayones Guitars & Basses,
Q6798004,Maytag,United States of America
Q2956390,Mazagon Dock Limited,
Q1131326,Mazars,
Q35996,Mazda,Japan
Q6798354,Mazda North American Operations,United States of America
Q2296078,McArthurGlen Group,United Kingdom
Q6800066,McCabe's Guitar Shop,United States of America
Q944414,McCain Foods,
Q1779040,McCann Erickson,
Q16997473,McCarthy & Stone,
Q17012273,McCarthy Tétrault,
Q2725639,McChicken,
Q16997477,McColl's,
Q1915049,McCormick & Company,United States of America
Q6800562,McCormick & Schmick's,United States of America
Q6800564,McCormick Distilling Company,United States of America
Q1819177,McCormick Tractors,
Q6800715,McCrory Stores,United States of America
Q3853339,McCulloch Motors Corporation,
Q38076,McDonald's,United States of America
Q2528836,McDonald's All-American Game,
Q12061541,McDonald's Canada,Canada
Q2343772,McDonald's Championship,
Q12061542,McDonald's Israel,
Q17053795,McDonald's New Zealand,
Q3253455,McDonald's legal cases,
Q750141,McDonnell,United States of America
Q6801103,McEwan's,
Q3303650,McFarlane Toys,
Q871302,McFit,Germany
Q6801356,McGladrey,
Q868587,McGraw Hill Financial,United States of America
Q17149157,McGraw-Edison,
Q17153156,McGraw-Hill Education,United States of America
Q1191073,McIntosh Laboratory,United States of America
Q641593,McJob,
Q6801733,McKee Foods,
Q570473,McKesson Corporation,United States of America
Q6801992,McKinnon Broadcasting,
Q310207,McKinsey & Company,
Q6802046,McLane Company,
Q6802052,McLaren Applied Technologies,
Q6802303,McMaster-Carr,
Q6802523,McNeil Laboratories,
Q3853389,McSweeney's,United States of America
Q6802753,McWane,
Q6803108,Me to We,
Q599969,MeMZ,
Q3303765,Mead Johnson,United States of America
Q6803126,MeadWestvaco,United States of America
Q687478,Meade Instruments,
Q172978,Mecachrome,France
Q39738082,Mecca Bingo,United Kingdom
Q6804580,Mechanics Bank,United States of America
Q1915579,Mechel,Russia
Q1810338,Mecom Group,
Q1335294,MedImmune,United States of America
Q17131133,MedMen,
Q6804943,MedStar Health,United States of America
Q1915776,Medac,Germany
Q1364494,Medco Health Solutions,
Q6805231,Medeco,
Q967140,Media Agency,
Q6138447,Media Asia Entertainment Group,
Q2478133,Media Blasters,
Q555432,Media Forest,
Q6805492,Media General,
Q4263222,Media Nusantara Citra,
Q6805525,Media Play,United States of America
Q6805531,Media Prima,
Q17068714,Media Take Out,United States of America
Q6805556,Media Temple,United States of America
Q659320,Media-Saturn-Holding,Germany
Q16997508,MediaCom,
Q1916145,MediaNews Group,United States of America
Q6805409,MediaOne,
Q699848,MediaTek,Taiwan
Q6805429,MediaWorks New Zealand,
Q3853691,Mediacom,
Q1368796,Mediacorp,
Q2638120,Mediaset España,Spain
Q368151,Mediaset S.p.A.,
Q6806228,Medibank Private,Australia
Q19647965,"Medical Marijuana, Inc.",United States of America
Q17068775,MedicineNet,
Q6806775,Medicis Pharmaceutical,
Q1916123,Mediclinic International,South Africa
Q6806791,Medidata Solutions,
Q6806861,Medifast,
Q749034,Mediobanca,Italy
Q136915,Medion,
Q15109907,Medivation,United States of America
Q6807236,Medline Industries,United States of America
Q16981865,Mednax,United States of America
Q642189,Medtronic,United States of America
Q3028535,Meetic,
Q6807934,Meezan Bank,
Q2612238,"Mega Brands, Inc.",Canada
Q6808085,Mega Image,
Q709757,Mega International Commercial Bank,
Q1720713,MegaFon,Russia
Q17079780,MegaPath Corporation,
Q4580581,Megatech,
Q483,Megaupload,
Q17068822,Megawide Construction Corporation,
Q6808965,Megaworld Corporation,
Q3745138,Megger Group Limited,
Q3304413,Meggitt,
Q6809076,Meghna Group,
Q6809077,Meghna Group of Industries,
Q3853975,Mego Corporation,United States of America
Q1425400,Mehano,
Q6809877,Mehta Group,
Q6809967,Meidensha,Japan
Q1917753,Meijer,
Q6810035,Meiji Dairies,
Q11512295,Meiji Holdings,
Q3276284,Meiji Seika,
Q174081,Meiji Yasuda Life,Japan
Q4043934,Meiko Scientific,
Q700803,Meinl Percussion,Germany
Q1143917,Meizu,People's Republic of China
Q2915148,Mekorot,Israel
Q6811804,Melbourne IT,
Q6812208,Melex,
Q6812611,Melissa & Doug,
Q566807,Melitta,Germany
Q1815030,Meliá Hotels International,Spain
Q6813052,Mellanox Technologies,Israel
Q3305204,Mellon Financial,United States of America
Q3305280,Melrose Industries,United Kingdom
Q1142400,Meltwater Group,
Q6813868,Melville Corporation,United States of America
Q17080812,Members Only,United States of America
Q651281,Memmingen Airport,Germany
Q25907,Memorex,
Q3249419,Memrise,
Q1639897,Menards,United States of America
Q692286,Menarini,Italy
Q6816528,Menchie's,United States of America
Q17090130,Mendix,
Q985475,Mengniu Dairy,
Q1262665,Mennekes,Germany
Q3854745,Mentadent,
Q6817432,Mental Images,
Q1042422,Mentholatum,
Q1153205,Mentor Graphics,United States of America
Q1920993,Menu Foods,Canada
Q18166053,Menulog,
Q3306167,Meo,Portugal
Q1921055,Meopta,Czech Republic
Q6817784,Meow Mix,
Q2745629,Meraki,
Q6817918,Meralco,
Q950419,MercadoLibre.com,
Q377705,Mercadona,Spain
Q21019721,Mercari,
Q738412,Mercator,
Q173358,Mercedes AMG High Performance Powertrains,
Q872078,Mercedes-Benz Bank,Germany
Q6818118,Mercedes-Benz India,
Q1921340,Mercedes-Benz U.S. International,
Q1391599,Mercer,
Q1921410,Mercer Automobile Company,
Q6818355,MerchantCircle,
Q247489,Merck & Co.,United States of America
Q2779401,Merck Serono,Switzerland
Q1709809,Mercure Hotels,
Q663926,Mercuria Energy Group,
Q613883,Mercury,United States of America
Q6818610,Mercury Drug,
Q28163337,Mercury Filmworks,
Q16981897,Mercury Insurance Group,
Q1468438,Mercury Marine,
Q1921579,Meredith Corporation,United States of America
Q695697,Merial,
Q619230,Merida Bikes,
Q6819257,Meriden Firearms Co.,United States of America
Q1747222,Meridian Audio,
Q6819303,Meridian Credit Union,
Q6819305,Meridian Energy,
Q6819642,Merkle Inc.,
Q179622,Merkur,
Q573278,Merlin Entertainments,United Kingdom
Q1304525,Merlin Metalworks,United States of America
Q6819782,Merlin Network,
Q1921997,Merrell,
Q334122,Merrill Lynch,United States of America
Q6820393,Merry-Go-Round,United States of America
Q6820591,Merseytravel,United Kingdom
Q19893970,Meru Cabs,
Q6820806,Merv Griffin Enterprises,United States of America
Q6820949,Mervyns,United States of America
Q1476687,Merz Pharma,Germany
Q1922290,Mesa Air Group,
Q1572433,Mesa Boogie,
Q6821735,MessageLabs,
Q1924014,Messe Düsseldorf,Germany
Q650837,Messe Frankfurt,Germany
Q1924132,Messer Group,
Q154470,Messerschmitt,Germany
Q1770349,Messier-Bugatti-Dowty,
Q17109358,Mesta Machinery,
Q607131,MetLife,United States of America
Q6822270,MetaCDN,
Q6822285,MetaMatrix,
Q3655494,MetaQuotes Software,Russia
Q1268489,MetaStock,United States of America
Q457140,Metabo,Germany
Q6822516,Metagaming Concepts,
Q6822539,Metaio GmbH,Germany
Q1776551,Metal Storm,
Q3307229,Metal mulisha,Poland
Q3019854,Metalworks Studios,
Q25313724,Metapress,United States of America
Q16253929,Metavante,
Q23073728,Metcash Limited,
Q168047,MeteoGroup,
Q6823425,Meteor Games,United States of America
Q386823,Meteor Mobile Communications,Ireland
Q6823520,Meters/bonwe,People's Republic of China
Q13529431,Methanex,
Q19572994,Method Animation,
Q6823693,Method Studios,
Q6824111,Metinvest,Ukraine
Q6824180,Metlox Pottery,
Q169167,Metro AG,Germany
Q6824499,Metro Bank,United Kingdom
Q3112198,Metro Cammell,United Kingdom
Q1145669,Metro Inc.,Canada
Q293008,Metro International,
Q6824659,Metro Pacific Investments Corporation,
Q650331,Metro Pictures,United States of America
Q6824671,Metro Pro Wrestling,United States of America
Q16938284,Metro Shoes,
Q10931299,Metro Trains Melbourne,Australia
Q3567087,Metro-Goldwyn-Mayer cartoon studio,
Q1925685,MetroPCS,
Q4920542,MetroTV,
Q6824811,Metrocab,United Kingdom
Q6824837,Metroland Media Group,Canada
Q2741127,Metromedia,
Q1761478,Metronet,
Q1925799,Metropolitan Bank and Trust Company,Philippines
Q2468032,Metropolitan-Vickers,United Kingdom
Q934191,Metrowagonmash,Russia
Q339318,Metso,Finland
Q318206,Metz,Germany
Q322712,Metzeler,Germany
Q891559,Mexican Stock Exchange,Mexico
Q3307676,Mexichem,
Q1837290,Mexx,
Q6826414,Meyer Corporation,
Q6826449,Meyer Sound Laboratories,United States of America
Q6826483,Meyers Norris Penny,
Q6826717,Mezzetta,United States of America
Q4120765,Mi Pueblo Food Center,United States of America
Q6827420,Miami Subs Pizza and Grill,
Q3308250,Michael Hill Jeweller,United States of America
Q6831718,Michael Jordan Steakhouse,
Q19572998,Michael Kors,
Q445858,Michael Page International,
Q1929735,Michael Waltrip Racing,United States of America
Q6835667,Michaels,United States of America
Q151107,Michelin,France
Q6837602,Michigan Limestone and Chemical Company,United States of America
Q6837725,Michigan State University Federal Credit Union,United States of America
Q1141578,Michinoku Pro Wrestling,
Q6839153,Micro Center,
Q4044197,Micro Genius,
Q1029222,Micro Instrumentation and Telemetry Systems,United States of America
Q680803,Micro Mobility Systems,
Q502935,Micro-Star International,Taiwan
Q1192211,MicroStrategy,United States of America
Q6839137,MicroUnity,United States of America
Q6839138,MicroVentures,
Q6839142,MicroWarehouse,
Q1545076,Microchip Technology,United States of America
Q6839498,Microelectronics and Computer Technology Corporation,
Q18085177,Microgen,
Q205883,Micrografx,United States of America
Q6839605,Microland,
Q17039585,Microlife Corporation,
Q6839659,Micromax Mobile,
Q1197548,Micron Technology,United States of America
Q6840048,Microsemi,United States of America
Q2283,Microsoft,United States of America
Q6840157,Microsoft Japan,
Q16538568,Microsoft Mobile,
Q958338,Microsoft TechNet,
Q6840399,Microtech Knives,
Q1850424,Microïds,
Q17042553,MidBoss,United States of America
Q6840885,MidOcean Partners,
Q3312613,Midas,
Q6841135,Midcontinent Communications,
Q1543823,Middle East Broadcasting Center,
Q102463,Middle-earth Enterprises,
Q17108492,Middleby Corporation,
Q2609533,Midea,People's Republic of China
Q994112,Midland Bank,United Kingdom
Q6842888,Midnite Movies,
Q1725661,Mido,
Q6843074,Midtown Comics,
Q6843132,Midvale Steel,United States of America
Q149947,Midway Games,
Q6843249,MidwayUSA,
Q6843360,Midwest Communications,United States of America
Q6843392,Midwest Independent Transmission System Operator,
Q6844094,Mighty Ape,
Q19903457,Mighty Corporation,
Q1754510,Migros Türk,Turkey
Q1933038,Mikasa Sports,
Q16952021,Mikel Coffee Company,
Q1970693,Mikkeller,Denmark
Q6850204,Mikroelektronika,
Q3313794,Mikros Image,
Q1934134,Mikuni,
Q642970,Miles & More,Germany
Q1780728,Miles Aircraft,
Q6851442,Miles Laboratories,
Q6851605,Milestone Aviation Group,United States of America
Q6851609,Milestone Group,
Q6851611,Milestone Media,
Q6851615,Milestone Systems,
Q6851966,Military Armament Corporation,
Q6852056,Military Industries Corporation,
Q3314193,Military Industry Corporation,Sudan
Q17098299,Military Technical Institute Belgrade,
Q6858273,Mill Creek Entertainment,United States of America
Q16578556,Millarworld,
Q6858774,Millennium & Copthorne Hotels,
Q6858915,Millennium Pharmaceuticals,
Q17069248,Millennium software,
Q6859119,Miller Electric,
Q6859039,Miller-Boyett Productions,United States of America
Q6859054,MillerCoors,United States of America
Q6859348,Millers Falls Company,United States of America
Q3314326,Millet,
Q2377111,Millhouse Capital,
Q276345,Millicom,
Q6859632,Milliken & Company,United States of America
Q6859650,Milliman,United States of America
Q1669719,Millipore Corporation,United States of America
Q6859959,Mills Corporation,
Q6859973,Mills Fleet Farm,
Q6860132,Millward Brown,
Q2150493,Milton Bradley Company,
Q6861736,Milwaukee Electric Tool Corporation,
Q28228091,Mimimi Productions,Germany
Q1936257,Minarelli,Italy
Q6863263,Minato Soft,
Q6863466,Mind Dynamics,
Q1250111,MindGeek,
Q6863423,MindSpring,
Q17069264,Mindjet,United States of America
Q1407504,Mindshare,Germany
Q6863971,Mindspark Interactive Network,United States of America
Q3521079,Mindtree,
Q3009498,Mine Safety Appliances,
Q2747273,Mine's,
Q588433,Minera Escondida,Chile
Q1364617,Mines Advisory Group,
Q6864857,Mingyang Wind Power,
Q1936770,MiniScribe,United States of America
Q571352,Minichamps,Germany
Q1936941,Minimax,United Kingdom
Q1038929,Ministop,
Q4043403,Minnesota Educational Computing Consortium,United States of America
Q1759533,Minoan Lines,
Q354578,Minolta,
Q25108728,Minor Hotels,
Q6869102,Minor International,
Q911543,Minsheng Banking Corp,People's Republic of China
Q1251215,Minsk Automobile Plant,
Q592110,Minsk Tractor Works,
Q1421368,Mint,
Q6869591,Minted,
Q6869596,Mintel,
Q6869661,Minto Group,
Q6869688,Mintons,
Q1206056,Minute Maid,
Q6871141,MinuteClinic,
Q796415,Minyanville,United States of America
Q6871242,Minyard Food Stores,United States of America
Q6871987,MirCorp,
Q1423522,Mirabilis,
Q17108572,Miracle-Ear,
Q6872554,Mirae Asset Group,
Q6872602,Mirage Resorts,
Q2623393,Mirage Studios,
Q6872704,Miramar Hotel and Investment,People's Republic of China
Q19903458,Mirantis,
Q11342984,Miroku Corp.,
Q3316188,Mirvac,
Q17276738,Misfit Wearables,
Q16966430,Mishka NYC,United States of America
Q6875625,Mishra Dhatu Nigam,
Q2069103,Miss Globe Organisation,
Q6877374,Miss Selfridge,United Kingdom
Q25111530,Missguided,United Kingdom
Q4668069,Missha cosmetics,
Q17113870,Mission Broadcasting,
Q1400977,Missoni,
Q1065819,Mister Donut,Japan
Q6880311,Mister Softee,
Q6881113,Mitchell & Ness,United States of America
Q6881173,Mitchell Camera,
Q1939537,Mitchells & Butlers,United Kingdom
Q6881476,Mitchells & Butlers,United Kingdom
Q6882393,Mitre 10,Australia
Q6882394,Mitre 10,
Q2976003,Mitre Sports International,
Q647863,Mitropa,Germany
Q11357162,Mitsubishi Bank,Japan
Q650745,Mitsubishi Corporation,Japan
Q53257,Mitsubishi Electric,Japan
Q6883039,Mitsubishi Electric Research Laboratories,United States of America
Q648280,Mitsubishi Heavy Industries,Japan
Q1423176,Mitsubishi Materials,Japan
Q36033,Mitsubishi Motors,Japan
Q1939847,Mitsubishi Motors Australia,
Q6883103,Mitsubishi Motors North America,
Q6883101,Mitsubishi Motors Philippines,
Q867714,Mitsubishi Pencil,
Q6883174,Mitsubishi UFJ Securities,
Q899122,Mitsui,
Q904240,Mitsui & Co.,
Q6883239,Mitsui Engineering & Shipbuilding,Japan
Q1812986,Mitsui Fudosan,
Q638336,Mitsui Sumitomo Insurance Company,
Q1065598,Mitsukoshi,
Q3082112,Mitsumi,Japan
Q1544189,Mitsuoka,Japan
Q6883386,Mitsuwa Marketplace,United States of America
Q27879,Mittal Steel Company,
Q697933,Mittelwerk,Germany
Q4165663,Mitutoyo,Japan
Q552230,Miu Miu,
Q6883829,Mixamo,United States of America
Q6884435,Miyazaki Airplane,Japan
Q11342276,Mizkan,
Q2882956,Mizuho Bank,
Q8192312,Mizuho Corporate Bank,
Q1156731,Mizuno Corporation,
Q3090716,Mobarakeh Steel Company,Iran
Q28025298,Mobike,People's Republic of China
Q3088656,Mobil,United States of America
Q1507731,Mobile High-Definition Link,
Q1941434,MobileIron,
Q2901365,Mobileye,
Q3317656,Mobilicity,Canada
Q3317678,Mobilink,Pakistan
Q1941592,Mobiltel,Bulgaria
Q6887331,Mobily,United Arab Emirates
Q1941622,Mobipocket,
Q6887354,Mobitel,Sri Lanka
Q28224108,Mobvoi,
Q6887846,MocoSpace,United States of America
Q6887950,ModCloth,United States of America
Q3317844,Modell's,United States of America
Q2717217,Modenas,
Q3531832,Modern Theatres,
Q378944,Modern Times Group,
Q17081612,Moderna Therapeutics,United States of America
Q6889297,Modi Group,
Q6889843,ModusLink Global Solutions,United States of America
Q6890215,Moen,United States of America
Q6893560,Mohan Meakin Limited,
Q6893780,Mohawk Industries,
Q164162,Mohona TV,Bangladesh
Q16953066,Mojiva,
Q17107697,Moka5,
Q21886122,Moldova Steel Works,
Q568068,Moleskine,Italy
Q1943468,Molex,United States of America
Q6896175,Molina Healthcare,
Q1427558,Moller M400 Skycar,
Q1148414,Molson,Canada
Q3319685,Molson Coors Brewing Company,
Q17100584,Molton Brown,
Q2325665,Molycorp,
Q6897168,Momentive Specialty Chemicals,United States of America
Q1074335,Momo,
Q6897773,Monaco Coach Corporation,United States of America
Q935874,Monaco Telecom,Monaco
Q1785043,Monark,Sweden
Q1548951,Moncler,
Q670962,Mondaine,Switzerland
Q6898690,Monde Nissin,
Q779252,Mondi Group,United Kingdom
Q3270595,Mondo Media,
Q3860647,Mondo TV,
Q163327,Mondragon Corporation,Spain
Q6898958,Moneris Solutions,
Q6899166,Money Mart,
Q1944412,MoneyGram,
Q311277,Moneybookers,United Kingdom
Q6899504,Monginis,
Q4546965,"MongoDB, Inc.",
Q1752885,Mongolian Stock Exchange,Mongolia
Q6899787,Mongoose,
Q1575373,Mongoose Publishing,
Q1536957,Monitor Audio,
Q6900476,Monitor Deloitte,Germany
Q5924374,Monitor Latino,
Q6901278,Mono Music,Sweden
Q11344441,Monogram models,
Q3321166,Monon Railroad,United States of America
Q6901902,Monoprice,United States of America
Q3321241,Monoprix,
Q6902090,Monro Muffler Brake,
Q3069980,Monsoon Accessorize,United Kingdom
Q1945295,Monster Beverage,
Q889363,Monster Inc.,
Q692041,Monster.com,
Q4044492,MontaVista,United States of America
Q6904029,Montagne Jeunesse,
Q17145053,Montague Bikes,
Q142691,Montblanc,Germany
Q393634,Montenegrin railways,
Q662168,Monteverdi,
Q3246929,Montgomery Ward,United States of America
Q2076679,Montreal Locomotive Works,Canada
Q11693544,"Montreal, Maine and Atlantic Railway",
Q20746257,Moo.com,
Q6907082,Mood Media,
Q6907165,Moods of Norway,Norway
Q3323532,Moody's Analytics,United States of America
Q675585,Moody's Corporation,United States of America
Q4159021,Moody's Investors Service,
Q994015,Moodyz,
Q6907265,Moog Inc.,United States of America
Q1650528,Moog Music,
Q1470646,Moon Motor Car,
Q2852650,MoonScoop Group,
Q18152774,Moonbeam Films,
Q1946745,Mooney Aviation Company,
Q6907914,Moonpig,United Kingdom
Q3010270,Moorcroft,
Q6908309,Moores,
Q23073746,Moose Toys,
Q6908680,Moosejaw,United States of America
Q16254083,Mopani Copper Mine,
Q304444,Mopar,
Q6909056,Moraitis School,Greece
Q6910891,More,
Q1947611,Morgan Crucible,United Kingdom
Q1165625,Morgan Motor Company,United Kingdom
Q6911797,Morgan Olson,United States of America
Q6911836,Morgan Sindall Group,
Q334204,Morgan Stanley,United States of America
Q448532,Morgan Stanley Wealth Management,United States of America
Q1947625,"Morgan, Grenfell & Co.",
Q4302384,"Morgan, Lewis & Bockius",
Q6911967,Morgans Hotel Group,
Q1770691,Mori Building Company,
Q1076089,Morinaga & Company,Japan
Q1426699,Morinda,United States of America
Q2869287,Morita Miyata Corporation,
Q28925477,Moritomo Gakuen,Japan
Q28401695,Morning Consult,
Q1389504,"Morningstar, Inc.",United States of America
Q875294,Morpho,Germany
Q6913473,Morphsuits,
Q6913476,Morphy Richards,
Q6913576,Morris & Co.,United Kingdom
Q776997,Morris Motors,
Q6913998,Morrison & Foerster,United States of America
Q6913993,Morrison-Knudsen,
Q6914426,Mortein,
Q6914633,Mortgage Electronic Registration Systems,United States of America
Q6914945,Morton Salt,United States of America
Q6915377,Mosby,United States of America
Q6915425,Moscot,
Q637767,Moser,Czech Republic
Q474249,Moser Baer,
Q36044,Moskvitch,Russia
Q1806804,Mosler Automotive,
Q2283678,Mosrite,
Q1949427,Moss Adams,United States of America
Q6916538,Moss Bros Group,United Kingdom
Q9035311,Mossack Fonseca,Panama
Q6916647,Mosser Glass,
Q17107723,Mossimo,United States of America
Q15839340,Mossy Oak,United States of America
Q6917320,Mother Dairy,
Q6917238,Mother's Cookies,United States of America
Q136738,Mothercare,
Q6917594,Motherson Sumi Systems,India
Q17074715,Moti Mahal Delux,
Q1165861,Motilal Banarsidass,
Q6917706,Motilal Oswal Group,
Q17108808,Motion Industries,
Q3325177,Motion-Twin,
Q11201012,Motiva Enterprises,
Q1149018,Moto Guzzi,Italy
Q762472,MotoCzysz,
Q1165118,Motor Coach Industries,
Q2348662,Motor Development International,
Q6918149,Motor Oil Hellas,
Q937993,Motor Sich,Ukraine
Q2282716,MotorSport Vision,
Q934853,Motorola Mobility,United States of America
Q634815,Motorola Solutions,United States of America
Q6918473,Motors Liquidation Company,United States of America
Q3325340,Mott MacDonald,United Kingdom
Q6918609,Mott's,
Q6918608,"Mott, Hay and Anderson",
Q276689,Motul,
Q1486109,Moulinex,
Q610918,Mountain Equipment Co-op,Canada
Q6924968,Mountain Hardwear,
Q6925414,Mountain Warehouse,United Kingdom
Q1453920,Mouser Electronics,United States of America
Q939816,Movado,
Q6926479,Move inc.,
Q25210951,Movidius,
Q6926834,Movie Gallery,United States of America
Q6926815,MoviePass,
Q6926822,MovieTickets.com,
Q2819003,Movies produced by ABC,United States of America
Q1372904,Moviola,Sweden
Q13109143,Mowlem,
Q2078987,Moxie,
Q6927497,Moxie's Grill & Bar,
Q6978923,Moxy Engineering,
Q3327023,Moynat,
Q1121236,Mozambique Company,
Q169925,Mozilla Corporation,
Q1370678,Mozilla Messaging,
Q3079321,Mozilla Taiwan,
Q4044611,Mozy,
Q699529,Moët & Chandon,
Q3764687,MphasiS,United States of America
Q18209385,Mr Green,
Q6929418,Mr Kipling,United Kingdom
Q6929437,Mr Muscle,
Q18636494,Mr Whippy,Australia
Q6928524,Mr. Chow,United States of America
Q16998229,Mr. Coffee,
Q6929210,Mr. Steak,
Q6929225,Mr. Sub,
Q3866841,Mrs. Fields,
Q11292289,Mt.Gox,Japan
Q17104245,Mu Sigma Inc.,
Q1684478,Mubadala Development Company,United Arab Emirates
Q502709,Mucky Foot Productions,United Kingdom
Q16965265,Muddy Fox,United Kingdom
Q6931694,Muddy Waters Research,United States of America
Q19772375,Mudra Bank,
Q173274,Mugen Motorsports,
Q2893347,MuggleNet,
Q708789,Muji,
Q6933585,Mukta Arts,
Q3866987,Mulberry,
Q6933868,MuleSoft,United States of America
Q1952198,Mullard,United Kingdom
Q6934173,Mullen Advertising,
Q1958769,Muller Martini,
Q6934544,Multi Commodity Exchange,
Q3642635,MultiChoice,
Q17110208,Multimatic,Canada
Q6934765,Multimedia,
Q6934858,Multiplay UK,
Q4974585,Multiplex,Australia
Q2325090,Multisystemic therapy,
Q6935630,Munax,
Q6935682,Munchy's,
Q6936005,"Munger, Tolles & Olson",
Q166637,Munich Re,
Q496598,Muntz Car Company,
Q613325,Murata Manufacturing,Japan
Q951259,Murphy Oil,United States of America
Q6939017,Murphy Radio,United Kingdom
Q19604459,Murphy USA,United States of America
Q17091005,Murphy's Brewery,
Q45751,Murr Television,
Q6939252,Murray Goulburn Co-operative,Australia
Q15982472,Murree Brewery,
Q6939796,Murugappa Group,India
Q6940269,MusclePharm,United States of America
Q1765656,Muscovy Company,
Q3328441,Musgrave Group,
Q6941284,Mushkin,
Q6941451,Music Box Films,United States of America
Q6941530,Music Group,
Q11143779,Music On! TV,
Q3328480,Music Sales Group,
Q9292762,Mustang Ranch,United States of America
Q1882049,Musto,
Q6943741,Mutato Muzika,
Q6943858,Muthoot,
Q6943861,Muthoot Finance Ltd,
Q3034218,Mutual Broadcasting System,
Q3331002,Mutual Film Company,
Q22907128,Mutual Trust Bank Limited,
Q6944196,Mutual of America,United States of America
Q17108173,Mutual of Omaha,
Q16961769,My Pillow,
Q6944833,MyLife Bhartuhari swain,
Q11787430,MyPhone,Poland
Q19840460,MyRepublic,
Q6944898,MyTravel Group,
Q17507104,MyWikiBiz,
Q6947269,Mydin,
Q1110323,Myer,Australia
Q1514263,Mygale,
Q6947556,Mykita,Germany
Q899010,Mylan,Kingdom of the Netherlands
Q3743848,Myntverket,Sweden
Q3331496,Myriad Genetics,United States of America
Q40629,Myspace,United States of America
Q170127,Märklin,Germany
Q879124,Mäurer & Wirtz,Germany
Q691162,Mövenpick Hotels & Resorts,
Q1958759,Müller,Germany
Q6956297,N Brown Group,United Kingdom
Q1961890,N M Rothschild & Sons,United Kingdom
Q3869335,N. W. Ayer & Son,
Q6952158,NACCO Industries,United States of America
Q17070443,NACHA,
Q1959710,NAD Electronics,
Q6952409,NASA Federal Credit Union,
Q233929,NASCAR,United States of America
Q3307163,NATS Holdings,United Kingdom
Q749716,NB Power,Canada
Q3334253,NBBJ,United States of America
Q6952772,NBC Bearings,
Q6952786,NBC Owned Television Stations,
Q14809691,NBC Red Network,
Q724759,NBCUniversal,United States of America
Q6952747,NBCUniversal Cable,
Q6952746,NBCUniversal Television Distribution,
Q9048317,NBCUniversal Television Group,United States of America
Q6952833,NBN Co,Australia
Q1959947,NBTY,United States of America
Q4845890,NC+,
Q17149263,NCC Group,
Q6953129,NCH Software,
Q3334277,NCIX,
Q6953169,NCO Group,
Q524989,NCR Corporation,Germany
Q6953220,NCS Pte Ltd,
Q4259862,NComputing,
Q961065,NDS Group,
Q2985356,NDTV,India
Q219203,NEC,Japan
Q16955462,NEC Corporation of America,United States of America
Q6953424,NEC Display Solutions,
Q6953431,NEC Unified Solutions,
Q326933,NEFF,Germany
Q4355332,NEG Micon,Denmark
Q6953491,NEMCO-Jay Robinson Racing,
Q1653165,NEX Group,United Kingdom
Q15995363,NEXTV America,
Q585666,NGK,Japan
Q1254304,NGK Insulators,Japan
Q6953976,NGP VAN,United States of America
Q7039626,NH Foods,
Q1604631,NH Hotel Group,Spain
Q1070636,NHIndustries,
Q6954097,NHPC Limited,
Q1526951,"NHS, Inc.",United States of America
Q1299444,NIBC Bank,Germany
Q20707049,NIC Asia Bank,
Q4353866,NIC México,
Q2091479,NICE Systems,
Q2744486,NII Holdings,Brazil
Q1808602,NIIT,India
Q6954322,NIIT Technologies,
Q6954692,NL Industries,
Q6954702,NMC Health,
Q1817568,NOS Comunicações,Portugal
Q1608689,NOVA Greece,
Q620238,NPO Energomash,
Q628397,NPO Mashinostroyeniya,Russia
Q3700371,NPO Novator,Soviet Union
Q6955096,NQ Mobile,
Q18128833,NRB Bank,Bangladesh
Q17080279,NRB Bearing,
Q6955119,NRDC Equity Partners,
Q6955139,NRG Energy,
Q1412968,NRJ Group,
Q83825,NSB,Norway
Q1961495,NSK Ltd.,Japan
Q6955475,NTL Incorporated,
Q951567,NTN Corporation,Japan
Q1967805,NTPC Limited,
Q6955512,NTT Communications,Japan
Q1030691,NTT Data,
Q853958,NTT DoCoMo,Japan
Q6955519,NTUC FairPrice,
Q20687860,NUU mobile,
Q182477,NVIDIA,United States of America
Q1155668,NXP Semiconductors,Netherlands
Q6956135,NY Waterway,United States of America
Q6956027,NYAV Post,United States of America
Q6956079,NYNEX,
Q13683,NYSE Euronext,
Q16959692,NZXT Corp.,
Q430615,Nabaztag,
Q6956890,Nabil Bank Limited,
Q1545718,Nabisco,
Q1962059,Nabors Industries,
Q12188937,Nadec,
Q6957592,Nadex,
Q10859532,Naftiran Intertrade,
Q1279721,Naftna Industrija Srbije,Serbia
Q728513,Naftogaz,Ukraine
Q423317,Nagant,
